"time, s","CPT, N","FB, m","ICP1, g","LC, N","LP1, m","PPT5858, kPa","PPT5859, kPa","rpm, rpm"
1109.80004883,-7.85828773335,0.11838014052,0.00421048472967,-50.8973368372,0.00200733488457,117.988628803,123.53287497,999.0
1110.78503418,-7.86074209382,0.118380058367,0.00421036230556,-50.9074409554,0.00200942195566,117.975020429,123.527658875,999.0
1111.81994629,-7.86318680997,0.118379977622,0.0042099522984,-50.9175639262,0.00201151420112,117.961518275,123.522490555,999.0
1112.81799316,-7.8655972907,0.118379894655,0.00420972817321,-50.9276884477,0.00201361247199,117.948118635,123.517365866,999.0
1113.82397461,-7.86799661218,0.118379802395,0.0042094296861,-50.9378675395,0.00201571797599,117.934816681,123.512281137,999.0
1114.80505371,-7.87039159733,0.118379717139,0.00420924634771,-50.9480582074,0.002017831083,117.921609449,123.507233268,999.0
1115.80395508,-7.87278209593,0.118379624858,0.00420907126882,-50.9582718457,0.00201995315942,117.908492716,123.502219308,999.0
1116.80895996,-7.87515769247,0.118379536344,0.00420879696668,-50.9685425323,0.00202208467519,117.895465156,123.497237455,999.0
1117.80603027,-7.87754142374,0.118379444162,0.00420861053113,-50.9788476217,0.0020242266603,117.882520901,123.492284241,999.0
1118.8079834,-7.87993592209,0.118379353286,0.00420840086287,-50.9892208967,0.00202637911498,117.869659092,123.487357782,999.0
1119.82104492,-7.88234403467,0.118379262287,0.00420809986381,-50.9996576122,0.00202854316738,117.856874565,123.482454543,999.0
1120.82702637,-7.88479569562,0.118379165949,0.00420796200564,-51.0101335956,0.00203071971685,117.844164912,123.477573954,999.0
1121.79699707,-7.88726290393,0.118379071103,0.00420769034287,-51.0206298023,0.00203290870553,117.831527429,123.472711139,999.0
1122.7989502,-7.88974945333,0.11837897887,0.00420762949434,-51.0311699531,0.00203511098305,117.818962499,123.467866616,999.0
1123.7869873,-7.89225249826,0.118378879096,0.0042075030503,-51.041737395,0.00203732681431,117.806470121,123.463040148,999.0
1124.79699707,-7.89475846222,0.118378782368,0.00420732392338,-51.0523248885,0.00203955582672,117.794047107,123.458229612,999.0
1125.81994629,-7.89730885765,0.118378682635,0.00420714699065,-51.0629773387,0.00204179891598,117.781690544,123.453432706,999.0
1126.80700684,-7.89990884768,0.118378588992,0.00420706433839,-51.0736500796,0.00204405587686,117.769401655,123.44865019,999.0
1127.80297852,-7.90254378113,0.118378486531,0.00420695574385,-51.0843449674,0.00204632667213,117.757181881,123.443883199,999.0
1128.79199219,-7.90522573351,0.1183783855,0.00420660605599,-51.0950659269,0.00204861227423,117.745027578,123.439130514,999.0
1130.03796387,-7.90793183292,0.118378287014,0.00420648367708,-51.1057656848,0.00205091170635,117.732936039,123.434388208,999.0
1130.80102539,-7.91068875936,0.118378189611,0.00420666673671,-51.1164961434,0.00205322580663,117.7209129,123.429659718,999.0
1131.80395508,-7.91348851212,0.118378092786,0.00420640269545,-51.1272512961,0.00205555369576,117.708958674,123.424949891,999.0
1132.83300781,-7.91634698623,0.118377990961,0.00420615336565,-51.1379730293,0.00205789487717,117.697066703,123.420251333,999.0
1133.80004883,-7.91924686,0.118377892644,0.00420617701507,-51.1486950023,0.00206025000217,117.685237982,123.415564219,999.0
